input,output,meaning,num_cognates,cognate_set_id
"[aln] dy [hyw] erkow [hye] erkow [ben] dui [bul] dva [bel] dva [cat] dos [ces] dva [dan] to [nld] twee [eng] two [far] tveir [fle] twee [fra] deux [fri] twa [deu] zwei [ell] dýo [hin] do [isl] tveir [gae] dó [ita] due [kas] zae [lad] doi [lit] dù, dvì [sor] dwa [sor] dwaj [mac] dva [mar] dona [nep] duī [fas] do [pol] dwa [por] dois [nob] to [rus] dva [sar] duos [sar] dúos [hbs] dva [sin] deka [slo] dva [slo] dva [spa] dos [swe] två [ukr] dva [wak] bu(y) [wal] deûs [xto] wu [txb] wi [hit] dān [kur] du [grc] dýo [prg] dwai [lat] duo [lux] zwee [lav] divi [chu] dŭva [san] dvá- [urd] do [mai] dū [fri] doi [ave] duua [sga] dá [oss] dywwæ [oss] duwæ [xcl] erkow [umb] dur [sqi] dy [gae] daa [old] dou [old] dou [gau] (uo-)dui [bho] dūi, dū [old] tver [elf] twå [pal] dvi [gre] dwo [gre] dýo [kho] duva [mid] dou, daou m. [pol] dåvo [kas] dwa [mid] dō [par] dō [yag] du [gre] dýo [gre] thkyo [gre] dýo [gre] dýo [lat] div [ron] doi [old] deus [ang] deus [fra] dou [old] dos [nea] roje [gae] dà [mag] dū [pal] dúu [bre] daou [bre] dëw, diw [cym] dau [old] dwa [mid] deu [old] dva [old] dva [kum] dō [rus] dva [mac] dva [mac] dva [slo] dva [slo] dvá [bak] do [bac] loo [deu] zwöi [tat] dö [sog] δwa [maz] do [del] do [lar] do [bal] do [kur] dū [old] dous [meg] doi̯ [alb] di [old] dos [kho] ǰu [gaw] du [ass] dui [pun] do [gaw] dū [khw] ǝδwa [pas] dwa [pas] də [raj] dö [kur] dẅē [haw] dwe [dal] doi̯ [goh] zuuēne [sar] dhew [old] twēne [mid] zwei [ang] twēġen [old] tuuêne [mid] twee [old] tveir [got] twai [mid] dew, dyw [lat] deau [nor] to [por] dois [vâs] l′ü [kam] d′ü [kât] di′u [kât] di′u [kal] dü [saṇ] d′u [kur] do [mil] dü","*du̯o-, *du̯i-",,157,153
[kas] aab [fas] āb [kur] av [ave] ap [old] ap [pal] āpa [kho] ūtca [wak] yupk [mid] āb [par] āb [san] ā́p* [kum] 'āw [yag] ōp [bak] aw [bac] abbo [sog] āp [maz] u [del] ow [lar] ow [bal] āp [kur] āw [tat] viye [gaw] aau [gaw] ū [pas] oba [raj] u [kur] āw [haw] āwī [kho] uɣ [vâs] ′âv [kam] ′oa [kât] ′ov [kât] âv′a [kal] âv [saṇ] âb′o [kur] āw,*h₂ep-,,36,157
[fas] pahn [kum] pa'n [maz] pan [bak] pahn [del] pæhn [lar] pahn [kur] pān [raj] pehan [kur] pyan [haw] pān [pas] plan [kho] hvāha [sar] reen [kur] pān,*peth₂-,,14,165
"[aln] krym(b) [kas] kyom [fas] kerm [lit] kirmėlė̃ [gae] cnuimh [sga] cruim [sqi] krimb [pal] kimi [mid] preff, pref, preu [mid] kirm [kur] k'ɨrɨm [yag] kirm [bre] preñv [bre] preñv [prg] girmis [cym] pry genwair [mid] pryf [san] kŕ̥miḥ [kum] kurm [tat] kelme [sog] kirmi [bak] kerm [del] kerm [lar] kerm [bal] kerm [kur] kırm [alb] krimp [khw] kirm [kur] kırm [haw] kirm [chu] črĭvĭ [bul] červej [mac] crv [mac] čèrv′ḁ [mac] čèrv′ḁ [hbs] crv [slo] zherv [slo] črv [slo] črv [rus] červâk [bel] čarvâk [ukr] červâk [rus] červák [old] czerw, czyrw, czyrzw [slo] červ [old] črv [ces] červ [sor] čerw [sor] cerw [pas] kaṛaawak [gaw] ɬim [mid] pryf, pref [lat] prêv [kur] kɨrɨm",*kʷr̥mi-,,54,172
[dan] aske [nld] as [eng] ashes [far] øska [fle] asch [fri] jiske [deu] Asche [isl] aska [fas] xākestar [nob] aske [san] ā́saḥ [hit] ḫāš(š)- [swe] aska [lux] Äschen [old] aska [elf] aska [deu] Äsche [bak] xākeštar [goh] aska [mid] asche [ang] asce [mid] assche [old] asko [old] aska [got] azgo [pas] aaskorə [nor] oske [vâs] ′âs [kam] âs′a [kât] âs′a [kât] âs′a [kal] âsa,*h₂eh₁s-,,32,178
[nld] slecht [fle] slecht [deu] schlecht [lux] schlecht [deu] schlächt,*slei̯g̑-,,5,181
[cat] escorça [fra] écorce [lad] scorza [sar] iskórza [spa] corteza [lat] cortex [ita] corteccia [fri] scuarce [por] casca [ron] scoarță [nea] scorza [old] escorce [ang] escorce [old] corteça [fra] ékourfa [sar] corgiólu [old] escòrça [old] escorça [por] casca,*(s)kert-,,19,182
[nld] groot [fle] groot [fri] grut [deu] groß [lux] grouss [deu] gross [goh] grōz [old] grāt [mid] grôz [mid] groot [old] grôt,*gʰreu̯d-,,11,185
[dan] fugl [nld] vogel [far] fuglur [fle] vogel [fri] fûgel [deu] Vogel [isl] fugl [nob] fugl [swe] fågel [lux] Vull [elf] fugel [old] fughl [deu] Vogel [goh] fogal [mid] vogel [ang] fugol [old] fugal [mid] voghel [old] fugl [got] fugls [nor] fugl,*?*pleu̯k-,,21,186
[dan] bide [nld] bijten [eng] bite [far] bíta [fle] byten [fri] bite [deu] beißen [isl] bíta [nob] bite [swe] bita [lux] bäissen [elf] baita [old] bita [deu] bysse [goh] bīzan [old] bīta [mid] bîzen [ang] bītan [old] bîtan [mid] biten [old] bíta [got] beitan [nor] bite,*bʰei̯d-,,23,187
[dan] sort [nld] zwart [far] svartur [fle] zwart [deu] schwarz [isl] svartur [nob] svart [swe] svart [lux] schwaarz [fri] swart [elf] swart [old] svarter [deu] schwarz [goh] suuarz [old] swart [mid] swarz [old] suuart [mid] swart [old] svartr [got] swarts [nor] svart,*su̯ord-o-,,21,188
[nld] ademen [fle] ademen [deu] atmen [lux] ootmen [goh] ātumōn [mid] âtemen [mid] ademen,*(h₁)eh₁t-,,7,192
[nld] wolk [fle] wolk [fri] wolk [deu] Wolke [lux] Wollek [deu] Wulche [goh] uuolkan [old] wolken [mid] wolken [ang] wolcen [old] uuolkan [mid] wolken,*u̯elg-,,12,195
[dan] kold [nld] koud [eng] cold [far] kaldur [fle] koud [fri] kâld [deu] kalt [isl] kaldur [nob] kald [swe] kall [lux] kal [elf] kold [old] kalder [deu] chalt [goh] kalt [old] cald [mid] kalt [ang] ċeald [old] kald [mid] cout [old] kaldr [got] kalds [nor] kald,*⁽g̑⁾el-,,23,196
[dan] dag [nld] dag [eng] day [far] dagur [fle] dag [fri] dei [deu] Tag [isl] dagur [nob] dag [swe] dag [lux] Dag [elf] dag [old] dagher [deu] Tag [goh] tag [old] dei [mid] tac [ang] dæġ [old] dag [mid] dach [old] dagr [got] dags [nor] dag,*dʰegʷʰ-,,23,200
[dan] dø [far] doyggja [isl] deyja [nob] dø [swe] dö [elf] däa [old] döia [nld] doodgaan [old] deyja [nor] døy,*dʰeu̯-,,10,201
[ell] skávō [grc] skáptō [gre] skáptō [gre] skáfkō [gre] skáftō [gre] skáf(t)ō [gre] skáftō,*skabʰ-,,7,202
"[hyw] akanǰ [hye] akanǰ [bul] uho [bel] vuha [cat] orella [ces] ucho [dan] øre [nld] oor [eng] ear [far] oyra [fle] oor [fra] oreille [fri] ear [deu] Ohr [ell] aytí [isl] eyra [ita] orecchio [lad] oredla [lit] ausìs [sor] wucho [sor] wucho [mac] uvo [pol] ucho [por] orelha [nob] øre [rus] uho [sar] origga [sar] orica [hbs] uho [slo] ucho [slo] uho [spa] oreja [swe] öra [ukr] vuho [wal] orèye [grc] oũs [lat] auris [chu] uxo [prg] āusins [lav] auss [lux] Ouer [fri] orele [xcl] ownkn [gau] aus(i)- [sqi] vesh [aln] vesh [elf] ära [old] öra [gre] -o-we* [gre] oũs [pol] vaux́ü, vaix́ü [kas] ùchò [gre] aftín [gre] aftí [gre] ōtí(n) [gre] ōtí [lat] auss [ron] ureche [nea] recchia [old] oreille [ang] oreille [fra] orlye [old] oreja [old] ucho [old] ucho [old] uxo [rus] úxo [mac] ùxu [mac] ùxu [slo] uho [slo] uhú [deu] Ohr [old] aurelha [meg] ure̯ácľă [alb] vesh [old] orella [dal] orakla [goh] ōra [mid] ôre [ang] ēare [old] ôra [mid] ore [old] eyra [got] auso [nor] øyre [por] orelha [vâs] im′u [mil] urégia",*h₂eu̯s-,,88,208
[dan] jord [nld] aarde [eng] earth [fle] aerde [deu] Erde [nob] jord [swe] jord [old] iordh [deu] Härd [goh] erda [old] ērthe [mid] erde [old] ertha [mid] aerde [got] airþa [nor] jord,*h₁er-,,16,209
[hyw] owtel [hye] owtel [bul] âm [bel] escì [ces] jíst [nld] eten [eng] eat [far] eta [fle] eten [fri] ite [deu] essen [sor] jěsć [sor] jěsć [mac] ǰade [pol] jeść [rus] est' [hbs] jesti [slo] jesť [slo] jesti [swe] äta [ukr] ïsti [chu] jasti [grc] esthíō [san] ad- [hit] ed- / ad- [lat] edere [prg] īst [lav] ēst [lux] iessen [xcl] owtem [xlu] ad- [elf] jätå [osc] edum [por] comer [spa] comer [old] äta [pal] adeti [gre] esthíō [pol] jest [kas] jesc [sga] ithid [gae] ith [gae] ith [gae] ee [lat] ēst [old] comer [old] jeść [old] jiesti [old] ěsti [rus] jístɪ [mac] jàm [mac] jàm [slo] jesti [slo] jéſti [deu] ässe [goh] ezzan [old] ita [mid] ezzen [ang] etan [old] etan [mid] eten [old] eta [por] comer [nor] ete,*h₁ed-,,64,210
[hyw] ačʿkʿ [hye] ačʿkʿ [bul] oko [bel] voka [cat] ull [ces] oko [dan] øje [nld] oog [eng] eye [far] eyga [fle] oog [fra] oeil [fri] each [deu] Auge [ell] máti [hin] āṅkh [isl] auga [ita] occhio [kas] aečh [lad] uedl [lit] akìs [sor] woko [sor] woko [mac] oko [nep] ām̐khā [pol] oko [por] olho [nob] øye [sar] oggiu [sar] ócu [hbs] oko [sin] æsa [slo] oko [slo] oko [spa] ojo [swe] öga [ukr] oko [wal] oûy [xto] ak [txb] ek [mai] aṅkh [lat] oculus [chu] oko [prg] ackis [san] ákṣi [lav] acs [lux] A [urd] ānkh [fri] voli [xcl] akn [aln] sy [sqi] sy [mag] āṅkh [elf] oga [old] ögha [pal] akkhi [gre] -qo-so* [pol] våťü [kas] òkò [gre] mmátin [gre] ommáti(n) [gre] mat [lat] acs [ron] ochi [nea] uocchio [old] ueil [ang] oil [old] ojo [bho] āṅkh [pal] ac̣híi [fra] zu [old] oko [old] oko [old] oko [rus] óko [mac] òku [mac] òku [slo] oko [slo] okú [deu] Oug [old] uelh [meg] ocl’u [alb] si [old] ull [gaw] itsin [gaw] ac̣ [dal] vaklo [goh] ouga [old] āge [mid] ouge [ang] ēage [old] ôga [mid] oghe [old] auga [got] augo [kho] ɣeč [pun] akkʰ [pas] ačii [por] olho [vâs] iž′i ̃ [mil] öc [kam] âč′ẽ [kât] âč′ẽ [kât] âč′e [kal] ačẽ [saṇ] âć′ĩ [nor] auge,*h₃ekʷ-,,107,211
[dan] falde [nld] vallen [eng] fall [far] falla [fle] vallen [fri] falle [deu] fallen [isl] falla [nob] falle [swe] falla [lux] falen [elf] folla [old] falla [goh] fallan [old] falla [mid] vallen [ang] feallan [old] fallan [mid] vallen [old] falla [nor] falle,*h₃elh₁-,,21,212
[nld] vechten [eng] fight [fle] vechten [goh] fehtan [fri] fjochtsje [old] fiuchta [mid] vehten [ang] feohtan [mid] vechten [old] fehtan,*pek̑-,,10,218
[nld] vuur [eng] fire [fri] fjoer [deu] Feuer [grc] pỹr [hit] paḫḫur / paḫḫuen- [xto] por [txb] puwar [lux] Feier [prg] panno [xcl] howr [xlu] pāḫūr [umb] pir [gre] pu-* [gre] pỹr [deu] Füür [goh] fiur [old] fiūr [mid] viur [ang] fȳr [old] fiur [mid] vuur [got] fon,"*péh₂-u̯r̥, *ph₂-u̯én-",,23,219
[cat] peix [dan] fisk [nld] vis [eng] fish [far] fiskur [fle] visch [fra] poisson [fri] fisk [deu] Fisch [isl] fiskur [gae] iasc [ita] pesce [lad] pesc [por] peixe [nob] fisk [sar] piske [sar] pisce [spa] pez [swe] fisk [wal] pèhon [gae] iasg [lat] piscis [lux] Fësch [fri] pes [sga] íasc [gae] eeast [elf] fisk [old] fisker [ron] pește [dal] pask [nea] pesce [old] poisson [ang] pessun [fra] peusson [old] pez [deu] Fisch [old] peissoun [meg] peaști [old] peix [goh] fisk [old] fisk [mid] visch [ang] fisc [old] fisk [mid] visch [old] fiskr [got] fisks [nor] fisk [por] peixe [mil] pès,*pisk-,,50,220
"[cat] flor [dan] blomst [nld] bloem [far] blóma [fle] bloem [fra] fleur [fri] blom [deu] Blume [isl] blóm [gae] bláth [ita] fiore [por] flor [nob] blomst [sar] flóre [sar] frore [spa] flor [wal] fleûr [lat] flōs [lux] Blumm [fri] flôr [sga] bláth [osc] fluus-* [gau] blato- [elf] bljåmme [swe] blomma [old] blomster [mid] bleuzuenn [ron] floare [old] flor [ang] flur [fra] flôh [old] flor [nea] sciore [bre] blëw, blëwenn [bre] bleuñv [cym] blodyn [gae] blaa [mid] blodeuyn [deu] Blueme [old] flor [meg] flo̯ári [old] flor [goh] bluoma [mid] bluome [ang] blōstma [old] blômo [mid] bloeme [old] blóm [got] bloma [lat] bledzhan [nor] blome [por] flor [mil] fiũ",*bʰleh₃-,,53,223
[dan] flyve [nld] vliegen [eng] fly [far] flúgva [fle] vliegen [deu] fliegen [isl] fljúga [nob] fly [swe] flyga [lux] fléien [elf] fliuoga [old] flygha [fri] fleane [deu] flüge [goh] fliogan [old] fliā [mid] vliegen [ang] flēogan [mid] vlieghen [old] fljúga [nor] fly,*?*pleu̯k-,,21,224
"[hyw] otkʿ [hye] otkʿ [ben] pā [cat] peu [dan] fod [nld] voet [eng] foot [far] fótur [fle] voet [fra] pied [fri] foet [deu] Fuß [ell] pódi [isl] fótur [ita] piede [lad] pe [mar] pāya [fas] pā [por] pé [sar] pe [sar] pe [sin] paya [swe] fot [wak] pʉð [wal] pî [hit] pāt- / pat-, pata- [xto] pe [txb] paiyye [grc] poús [san] pā́t [lat] pēs [lux] Fouss [mai] pair [kur] pē [fri] pît [ave] pad [xcl] otn [old] pāda [osc] pedú [umb] peři [xlu] pāta-, pad(i)- [nob] fot [old] foter [elf] fuot [pal] pāda (pādo) [gre] po-de [kho] pai [gre] poús [mid] pāy [par] pāδ [gre] póin [gre] pódi [gre] póda(s), podári(n) [bho] pair [gre] pîdár [old] pié [ang] pé [fra] pi [old] pie [ron] picior [nea] pere [yag] pṓda [urd] pāvn [hin] pām̐va [kum] pā [bak] pā [bac] palo [deu] Fuess [tat] pā [sog] pāδ [del] pɒ [lar] pā [bal] pād [kur] pe [old] ped [meg] pičór [khw] pāδa [old] peu [haw] pā [raj] pạ [pun] pair [pas] pe [kho] pong [dal] pič [dal] pins [goh] fuoz [sar] pedh [old] fōt [mid] vuoz [ang] fōt [old] fôt [mid] voet [old] fótr [got] fotus [spa] pie [nor] fot [por] pé [mil] pè",*ped-,,98,225
[dan] fryse [eng] freeze [far] frysta [fle] bevriezen [fri] frieze [deu] gefrieren [isl] frjósa [nob] fryse [swe] frysa [lux] fréieren [gae] reòth [old] frysa [cym] rhewi [gae] rio [nld] bevriezen [mid] rhewi [mid] rewy [lat] reu [deu] gfrüüre [goh] friozan [ang] frēosan [mid] vriesen [mid] vriesen [old] frjósa [nor] fryse,*preu̯s-,,25,226
"[cat] fruita [por] fruta [spa] fruta [sar] fruttu, frúttura [sar] frutta [wal] frut [fra] fruit [lad] frut [ita] frutta [umb] frif [ron] fructe [nea] frutta [old] fruit [ang] frut [fra] froui [old] fruta [old] fruit [old] fruita [dal] froi̯t [por] fruta [mil] früta",*bʰreu̯H⁽g̑⁾-,,21,227
[dan] give [nld] geven [eng] give [far] geva [fle] geven [deu] geben [isl] gefa [nob] gi [swe] ge [lux] ginn [fri] jaan [elf] djävå [old] giva [deu] gäh [goh] geban [old] ieva [mid] geben [ang] ġiefan [old] geƀan [mid] gheven [old] gefa [got] giban [nor] gje,*gʰebʰ-,,23,228
[dan] god [nld] goed [eng] good [far] góður [fle] goed [deu] gut [isl] góður [nob] god [lux] gutt [old] godher [deu] guet [fri] goed [goh] guot [old] gōd [mid] guot [ang] gōd [old] gôd [mid] goet [old] góðr [got] goþs [nor] god,*?*gʰedʰ-,,21,229
[dan] høre [nld] horen [eng] hear [far] hoyra [fle] hooren [fri] hearre [deu] hören [ell] akoýō [isl] heyra [nob] høre [swe] höra [grc] akoúō [lux] héieren [old] höra [elf] ära [gre] akoúō [gre] akoýō [gre] akoú(g)ō [gre] (a)koúō [gre] akoúgō [deu] ghöre [goh] hōren [old] hēra [mid] hœren [ang] hīeran [old] hôrian [mid] horen [old] heyra [got] hausjan [nor] høyre,*h₂keu̯s-,,30,237
[nld] zwaar [fle] zwaar [deu] schwer [lux] schwéier [fri] swier [deu] schwär [goh] suuār [old] swēr [mid] swære [mid] swaer [old] suuâr,*su̯er(H)-,,11,238
[ben] jānā [bul] znaâ [eng] know [hin] jānanā [kas] zaanon [lit] žinóti [mac] znae [nep] jānnu [rus] znat' [hbs] znati [sin] dannavā [ukr] znati [xto] knānaṣ [urd] jānnā [mai] jānanā [kur] dɨzanit [lav] zināt [oss] zonyn [oss] zonun [old] adānā [pal] jānāti [mag] jānanā [kho] paysendä [mid] dānēd [par] zānēd [lat] zynuot [fas] dānestan [bho] jānanā [pal] ǰhóona [rus] znátɪ [mac] znàm [mac] znàm [bak] dunestak [bac] zanēio [ass] jānā [pun] jāṇnā [kum] dāna [lar] adone [kur] azāna [tat] mözöne [haw] mazāno [kur] zānē [raj] zune [gaw] ǰānūg [bal] zant [sar] wazond [gaw] piaanik [vâs] a-zn- [kam] źâň′a- [kât] zâň′e- [kât] zâř′e- [kur] azānē,*g̑neh₃-,,52,249
[nld] meer [fle] meer [fri] mar [ang] mere [mid] mere,*mor-i-,,5,250
[nld] blad [far] blað [fle] blad [fri] blêd [deu] Blatt [ell] fýllo [isl] blað [nob] blad [lux] Blat [swe] blad [grc] phýllon [xto] pält [txb] pilta [dan] blad [elf] blað [gre] phýllon [gre] fýllon [gre] fýllo(n) [gre] fýḍḍo [gre] fýllo [deu] Blatt [old] blad [mid] blat [old] blað [nor] blad,*bʰleh₃-,,25,252
[dan] leve [eng] live [fle] leven [deu] leben [nob] leve [swe] leva [lux] liewen [old] liva [nld] leven [deu] läbe [goh] lebēn [old] libba [mid] leben [ang] leofian [old] libbian [mid] leven [old] lifa [got] liban [nor] leve,*lei̯p-,,19,255
"[bul] d″l″g [bel] doǔgì [ces] dlouhý [dan] lang [nld] lang [eng] long [far] langur [fle] lang [fra] long [fri] lang [deu] lang [isl] langur [ita] lungo [lad] lonch [lit] ìlgas [sor] dłujki [sor] dołhi [mac] dolg [fas] derāz [pol] długi [nob] lang [rus] dlinnyj [sar] longu [sar] longu [hbs] dug [sin] diga [slo] dlhý [slo] dolg [swe] lång [ukr] dovgij [wal] long [hit] taluki- / talugai- [lat] longus [chu] dlŭgŭ [prg] ilga [lux] laang [san] dīrghá- [fri] lunc [ave] darəγa [oss] darǧ [oss] darǧ [old] darga [aln] gjatë [sqi] gjatë [elf] laungg [old] langer [pal] dīgha [kho] dāru [pol] dåuďĕ, duďĕ [kas] dłudżi [mid] dēr [kur] dɨrēž [par] darγ [ron] lung [nea] luongo [old] lonc [ang] lung [fra] lan [old] luengo [pal] dhrígu [old] długi [old] dlúhý [rus] dọ́wɣωj [kum] drāẓ [mac] dlъ̀nuk [mac] dlъ̀nuk [slo] dolg [slo] dolg [deu] läng [ass] dīghôl [bak] derāz [lar] derāz [bal] drāǰ [kur] drež [old] long [meg] lúng [alb] i gjatë [old] llong [haw] drēž [kur] dırīž [gaw] līg [gaw] ligaala [kho] drung [dal] lu̯aṅg [goh] lang [old] long [mid] lanc [ang] lang [old] lang [mid] lanc [old] langr [nor] lang [vâs] ǰign′i [mil] lùnch [kam] draŋ′aň [kât] drig′aň [kât] drag′ař [kal] drigala [kur] dɨrīž",*?*delh₁-,,99,257
"[dan] bjerg [nld] berg [fle] berg [fri] berch [deu] Berg [swe] berg [lux] Bierg [gau] bergona, briga [elf] bjärr [old] biärgh [deu] Bärg [goh] berg [old] berch [mid] berc [ang] beorh [old] berg [mid] berch",*bʰerg̑ʰ-,,17,261
"[bel] vuzkì [ces] úzký [deu] eng [gae] cúng [sor] wuski [sor] wuski [pol] wąski [rus] uzkij [hbs] uzak [slo] úzky [slo] ozek [ukr] vuz′kij [san] aṃhú-* [chu] ǫzŭkŭ [lat] angustus [gae] cumhang [sga] cumung [mid] hencq, enc, encq [pol] vązĕ [kas] wąsczi [ron] îngust [gae] coon [bre] enk [old] wąski [mid] cyfyg [old] úzký [old] uzkyi [rus] uskώj [slo] ozek [slo] voṡik [old] enc [deu] äng [goh] engi [mid] enge [old] engi [mid] enghe [got] aggwus [mid] yn [lat] edn, idn, idden",*h₂emg̑ʰ-,,39,263
[cat] coll [dan] hals [far] hálsur [fle] hals [fra] cou [fri] hals [deu] Hals [isl] háls [ita] collo [lad] col [spa] cuello [swe] hals [wal] cô [lat] collum [lux] Hals [fri] cuel [elf] ås [old] hals [nea] cuollo [old] col [ang] col [fra] kô [old] cuello [deu] Hals [old] col [old] coll [dal] ku̯al [goh] hals [old] hals [mid] hals [ang] heals [old] hals [mid] hals [old] háls [got] hals [mil] còl,*kólso-,,36,265
"[aln] natë [bul] nošt [bel] noč [cat] nit [ces] noc [dan] nat [nld] nacht [eng] night [far] nátt [fle] nacht [fra] nuit [deu] Nacht [ell] nýchta [isl] nótt [ita] notte [lad] nuet [lit] naktìs [sor] noc [sor] nóc [mac] noḱ [pol] noc [por] noite [nob] natt [rus] noč' [sar] notte [sar] notte [hbs] noć [slo] noc [slo] noč [spa] noche [swe] natt [ukr] nìč [wak] naɣ̌d [wal] nut' [grc] nýx [lav] nakts [prg] nacktien [lat] nox [chu] noštĭ [lux] Nuecht [fri] gnot [fri] nacht [gau] noxt- [sqi] natë [old] nos [elf] ną̊t [old] nat [gre] nýx [pol] nüc [kas] noc [gre] nýchta [gre] nýchta [gre] nýfta [gre] nýchta [lat] nakts [nea] notte [old] nuit [ang] nuit [fra] né [old] noche [ron] noapte [old] noc [mid] nos [old] noc [rus] n′ïč [slo] noč [slo] núzh [deu] Nacht [old] nuech [meg] no̯ápti [alb] natinë [old] nit [mid] nos [bre] nos, nosezhiad [bre] nos, noswezh [mid] nos [lat] nôz [old] nos [cym] nos [dal] nu̯at [goh] naht [old] nacht [mid] nacht [ang] niht [old] naht [mid] nacht [old] nótt [got] nahts [nor] natt [por] noite [mil] nòc",*negʷ-,,91,266
[ben] nāk [bul] nos [bel] nos [cat] nas [ces] nos [dan] næse [nld] neus [eng] nose [far] nøs [fle] neus [fra] nez [fri] noas [deu] Nase [hin] nāka [ita] naso [kas] nas [lad] nes [lit] nósis [sor] nos [sor] nós [mac] nos [mar] nāka [nep] nāk [pol] nos [por] nariz [nob] nese (nase) [rus] nos [sar] nasu [sar] nasu [hbs] nos [sin] nahaya [slo] nos [slo] nos [spa] nariz [swe] näsa [ukr] nìs [wal] né [chu] nosŭ [lat] nāsus [lux] Nues [prg] nozy [san] nā́ḥ [urd] nāk [mai] nāk [fri] nâs [ave] nāh [old] nāh [old] näsa [pal] nāsā [wak] mis [pol] nös [kas] nos [yag] nai̯s [ron] nas [nea] naso [old] nes [ang] nes [fra] nâ [old] nariz [mag] nāk [pal] náas [bho] nāk [lat] nuoss [old] nos [old] nos [old] nosŭ [rus] n′ïs [mac] nòs [mac] nòs [slo] nos [slo] núṡ [deu] Nase [ass] nāk [pun] nakk [sog] nas [old] nas [meg] nas [khw] nāc [old] nas [gaw] naasi [kho] naskar [gaw] näzōr [dal] nuọs [goh] nasa [old] nose [mid] nase [ang] nosu [old] nasa [mid] nuese [nor] nase [por] nariz [vâs] n′as [pas] nasə [kam] nâs′uř [kât] nâs′uň [kât] nâs′uř [kal] nâs [mil] nàs,*(H)nā̆s-,,98,267
[nld] oud [eng] old [fle] oud [fri] âld [deu] alt [lux] al [deu] alt [goh] alt [old] ald [mid] alt [ang] eald [old] ald [mid] out [got] alþeis,*h₂el-,,14,268
[cat] dret [nld] rechts [eng] right [fle] regtsch [fra] droit [deu] rechts [lad] dret [fas] rāst [por] direito [spa] derecho [wal] dreûte [lux] riets [fri] dret [ron] drept [fra] drai [old] derecho [kum] rāstī [fri] rjochter [deu] rächt [meg] diréptu [old] dret [bak] rāst [del] dæsse rɒs [lar] rās [maz] dasse rāst [kur] dasi rās [bal] dase rās [tat] rāste dast [haw] dasī řās [kur] ṛās [raj] rạs [mid] reht [mid] recht [wak] wurzg [por] direito [kur] rās,*h₃reg̑-,,36,276
"[hyw] ał [hye] ał [bul] sol [bel] sol′ [cat] sal [ces] sůl [dan] salt [nld] zout [eng] salt [far] salt [fle] zout [fra] sel [fri] sâlt [deu] Salz [ell] aláti [isl] salt [gae] salann [ita] sale [lad] sel [sor] sol [sor] sól, sel [mac] sol [pol] sól [por] sal [nob] salt [rus] sol' [sar] sale [sar] sale [hbs] sol [slo] soľ [slo] sol [spa] sal [swe] salt [ukr] sìl′ [wal] sé [xto] sāle [txb] salyiye [lat] sāl [grc] háls [lux] Salz [lav] sāls [prg] sali [chu] solĭ [fri] sâl [sga] salann [xcl] ał [umb] šalu [elf] solt [old] salt [mid] holen, olen, olèn, hòalen [gre] háls [pol] süli [kas] sól [gre] álas [lat] suoļs [gre] álas [gre] álas [gre] ála [nea] sale [old] sel [ang] sel [fra] sö [old] sal [ron] sare [gae] sollan [gae] salann [bre] holen [bre] halèn [cym] halen [old] sól [mid] halen [old] sól [old] solĭ [rus] s′ïl′ [mac] sòl′ [mac] sòl′ [slo] sol [slo] ſul [deu] Salz [old] sau [meg] sári [old] sal [goh] salz [old] salt [mid] salz [ang] sealt [old] salt [mid] sout [old] salt [got] salt [lat] holan, hollan [nor] salt [por] sal [mil] sã",*sal-,,94,283
