input,output,meaning,num_cognates,cognate_set_id
[Old Irish] fa [Slavomolisano] bit [English] future [English] was [Irish] both [Portuguese] bosque [English] build [Spanish] ir [Latin] -bo [English] physics [French] être [Albanian] bij [Spanish] ser [English] imp [Latin] fio [Serbo-Croatian] biti [Slovene] biti [Old High German] busk [French] bouquet [English] bush [Latin] fui [Latin] fore [Romanian] fi [English] bond [Esperanto] futuro [English] apophysis [English] booth [Old Irish] baile [Welsh] bod [Old Irish] bí [Albanian] bung [Polish] być [Upper Sorbian] być [Old Saxon] wesan [Lithuanian] būti [Old Prussian] buttan [Hindi] होना [Old Hindi] होना [Old Armenian] բայ [Italian] fossi [Faroese] búgva [Serbo-Croatian] бити [Albanian] bimë [English] battue [Bulgarian] бит [Sanskrit] भू [Latin] tribus [Latvian] būt [Lower Sorbian] byś [Breton] bezañ [Polish] bukiet [Latin] futurus [Sanskrit] भूमि [Punjabi] ہونا [Urdu] ہونا [Middle English] bour [Persian] بوم [Lithuanian] butas [English] bosk [Old French] fisicien [Belarusian] быць [Old English] profian [Northern Kurdish] bûn [Baluchi] بوگ [Middle Persian] bwm [Albanian] bisht [Albanian] bushtër [Latin] -bundus [Greek] βυζί [Sanskrit] भव [Pali] bhavati [Punjabi] ਹੋਣਾ [Russian] бокаж [Avestan] 𐬠𐬏𐬨𐬌 [Gujarati] હોવું [Shina] बोनॊ [Ashokan Prakrit] 𑀪𑀯𑀢𑀺 [Assamese] ভূঁই [Old Irish] buith,*bʰuH-,,79,37
[English] name [Middle English] name [Esperanto] nomo [Friulian] non [Old Welsh] anu [Norwegian Nynorsk] namn [Swedish] namn [Afrikaans] naam [Dutch] naam [Baluchi] نام [Persian] نام [Urdu] نام [Latin] nomen [Indonesian] nama [Malay] nama [Old English] nama [Asturian] nome [Galician] nome [Istro-Romanian] nome [Italian] nome [Mirandese] nome [Old Portuguese] nome [Portuguese] nome [Ossetian] ном [Tajik] ном [English] onomastics [Catalan] nom [French] nom [Istriot] nom [Kamkata-viri] nom [Norman] nom [Occitan] nom [Old French] nom [Old Occitan] nom [Irish] ainm [Middle Irish] ainm [Scottish Gaelic] ainm [Bulgarian] име [Macedonian] име [Serbo-Croatian] име [Serbo-Croatian] ime [Slovene] ime [Russian] имя [Romansch] num [Czech] jméno [Ladino] nombre [Icelandic] nafn [Old Norse] nafn [Danish] navn [Faroese] navn [Norwegian Bokmål] navn [Slovak] meno [Sicilian] nomu [Romanian] nume [Greek] όνομα [Polish] imię [Walloon] no [West Frisian] namme [Middle Welsh] enw [Welsh] enw [Pashto] نوم [Albanian] emër [Yiddish] נאָמען [Lower Sorbian] mě [Galician] nomear [Portuguese] nomear [Swedish] nämna [Tocharian B] ñem [Tocharian A] ñom [Sanskrit] नामन् [Old Persian] 𐎴𐎠𐎶𐎠 [Old Persian] 𐎴𐎠𐎶 [Gothic] 𐌽𐌰𐌼𐍉 [Primitive Irish] ᚐᚅᚋ [Hittite] 𒆷𒀀𒈠𒀭 [Umbrian] 𐌍𐌏𐌌𐌄 [Kashubian] miono [Polabian] jaimă [Polabian] jaimą [Upper Sorbian] imje [Upper Sorbian] mje [Umbrian] 𐌍𐌖𐌌𐌄𐌌 [Old Prussian] emmens [Old Prussian] emnen [Upper Sorbian] mjeno [Phrygian] ονομαν [Breton] anv [Serbo-Croatian] jime [Assamese] নাম [Bengali] নাম [Ligurian] nomme [Manx] ennym [Old Irish] ainmm [Kashmiri] ناو [Cornish] hanow [Kashmiri] नाव [Konkani] नाव [Marathi] नाव [Aromanian] numã [Middle Persian] ŠM [Gujarati] નામ [Avestan] 𐬥𐬁𐬨𐬀𐬥 [Burmese] နာမ် [Norwegian Bokmål] nemnd [Assamese] নাও [Punjabi] ਨਾਂ [Kachchi] નાલો [Belarusian] імя [Ashkun] nām [Waigali] nām [Old Swedish] nampn [Sardinian] numene [Norwegian Bokmål] abortnemnd [Sardinian] nomene [Norwegian Nynorsk] nabn,*h₁nómn̥,,115,38
[English] a- [English] oakum [English] ur- [English] or-,*uds-,,4,39
[English] a- [Latin] cum [Irish] go [English] gain [English] community [Fala] con [Italian] con [Old Portuguese] con [Spanish] con [Old Irish] co [Lithuanian] su [Middle English] y- [Gaulish] con- [English] comply [English] galore [English] custom [Afrikaans] ge- [Dutch] ge- [German] ge- [Limburgish] ge- [Old English] ge- [English] costume [French] costume [Galician] costume [Italian] costume [Old French] costume [Portuguese] costume [English] epicene [English] yearning [English] consistent [Portuguese] com [English] Hansard [Romanian] cu [Latin] contra [English] conglomerate [English] conventicle [Middle English] conventicle [Corsican] cù [Scottish Gaelic] cumhang [English] consuetude [Old French] consuetude [Greek] κοινός [Norwegian Bokmål] konto [Leonese] cun [Sardinian] cun [Sassarese] cun [English] Hanse [Faroese] gagn [Icelandic] gagn [Swedish] gagn [Norwegian Bokmål] komparativ [Norwegian Bokmål] kontrakt [French] coutume [Old Armenian] սովոր [Middle French] coustume [Old French] coustume [Latin] consuetudo [Irish] comh- [Old French] custume [Old Irish] cumung [Irish] cúng [Welsh] cyfyng [Latin] consuesco [Old Dutch] gi- [Old High German] gi- [Old Saxon] gi- [Latin] consuetus [Gothic] 𐌲𐌰- [English] kastom [Tok Pisin] kastom [Norwegian Bokmål] koeffisient [Yola] ee- [Norwegian Bokmål] ab-kontrakt [Old Irish] cét- [Norwegian Bokmål] absolutt komparativ [Norwegian Bokmål] absorberingskoeffisient [Norwegian Bokmål] absorpsjonskoeffisient [Tocharian B] kätk-,*ḱóm,,78,40
[Indonesian] a- [Indonesian] a- [Norwegian Bokmål] a- [Polish] a- [Portuguese] a- [Serbo-Croatian] a- [Swedish] o- [Norwegian Bokmål] atom [English] un- [German] un- [Old English] un- [Old High German] un- [Italian] in- [Latin] in- [Irish] an- [Irish] an- [Middle Welsh] an- [Old Irish] an- [Polish] an- [Welsh] an- [Dutch] on- [Middle Dutch] on- [Ancient Greek] ᾍδης [Norwegian Bokmål] abasi [Greek] α- [Ancient Greek] ἀν- [Ancient Greek] ἀ- [Faroese] ó- [Icelandic] ó- [Russian] урод [Serbo-Croatian] а- [English] anuran [Armenian] ան- [Middle Armenian] ան- [Old Armenian] ան- [Norwegian Bokmål] u- [Sanskrit] अन- [Sanskrit] अ- [Old Irish] é- [Irish] éa- [Welsh] agor [Latin] infirmus [Gothic] 𐌿𐌽- [Norwegian Bokmål] a-bombe [Norwegian Bokmål] atom- [Limburgish] ón- [German] Unschuld [Norwegian Bokmål] amenoré [Norwegian Bokmål] amenore [Norwegian Bokmål] uforsonlig [Norwegian Bokmål] uforsonlighet [Irish] anúra [Ancient Greek] νη- [Ancient Greek] νω- [Ancient Greek] να- [Middle Persian] ʾ- [Ancient Greek] ἄκλιτος [Ancient Greek] νωθρός [English] anhypostasia [Tocharian B] e(n)- [Norwegian Bokmål] abiogenese [Old Norse] ú- [Norwegian Bokmål] abiotisk [Norwegian Bokmål] abasi-astasi [Tocharian A] a(n)-,*n̥-,,65,41
[Latin] ab [Norwegian Bokmål] ab [Norwegian Bokmål] ab [Norwegian Bokmål] ab [Norwegian Bokmål] abdominal [Norwegian Bokmål] abdominal [Norwegian Bokmål] abdomen [Norwegian Bokmål] aberrant [Norwegian Bokmål] abnormal [Norwegian Bokmål] abort [Norwegian Bokmål] abscess [Norwegian Bokmål] abrupt [Norwegian Bokmål] absolutist [Norwegian Bokmål] abstinent [Norwegian Bokmål] absorbent [Norwegian Bokmål] absurd [Czech] po [Lithuanian] po [Polish] po [Albanian] pa [Norwegian Bokmål] av [Norwegian Bokmål] absurdist [Latin] aperio [Norwegian Bokmål] absurditet [Norwegian Bokmål] abstrakt [Norwegian Bokmål] abstrakt [Norwegian Bokmål] abstrakt [Norwegian Bokmål] a priori [Norwegian Bokmål] a posteriori [German] von [English] overt [Norwegian Bokmål] a fortiori [Norwegian Nynorsk] a [Middle English] ebbe [Norwegian Bokmål] avance [Norwegian Bokmål] ab ovo [Old Norse] efja [Ancient Greek] ἀπό [Norwegian Bokmål] abstinere [Norwegian Bokmål] ablativ [Norwegian Bokmål] abortiv [Greek] από [Old Saxon] af- [Norwegian Bokmål] absorbere [Norwegian Bokmål] abstraksjon [Norwegian Bokmål] abnorm [Norwegian Bokmål] abstinens [Norwegian Bokmål] aboriginer [Hittite] 𒀀𒀊𒉺 [Luwian] 𒀀𒀊𒉺 [Norwegian Bokmål] abgeschmackt [Norwegian Bokmål] abdisere [Norwegian Bokmål] abdikasjon [Norwegian Bokmål] abnormitet [Norwegian Bokmål] absentere [Norwegian Bokmål] absolusjon [Norwegian Bokmål] absolutistisk [Norwegian Bokmål] absolvere [Norwegian Bokmål] absolutisme [Norwegian Bokmål] absorbering [Norwegian Bokmål] absolutt [Norwegian Bokmål] abominabel [Norwegian Bokmål] abstrahere [Norwegian Bokmål] abolere [Norwegian Bokmål] abscisse [Norwegian Bokmål] a vista [Norwegian Bokmål] abortere [Norwegian Bokmål] abitur [Norwegian Bokmål] aborigin [Norwegian Bokmål] a prima vista [Norwegian Bokmål] a due [Norwegian Bokmål] abjekt [Norwegian Bokmål] abjekt [Latin] Aunios [Galician] Ons [Norwegian Bokmål] abortus provocatus [Norwegian Bokmål] a battuta [Norwegian Bokmål] absorpsjon [Norwegian Bokmål] a viso [Norwegian Bokmål] a verbo [Norwegian Bokmål] ab-kjøp [Norwegian Bokmål] aboriginsk [Norwegian Bokmål] aberrasjon [Norwegian Bokmål] a dato [Norwegian Bokmål] abdisering [Norwegian Bokmål] ablasjon [Norwegian Bokmål] abolisjon [Norwegian Bokmål] abolisjonist [Norwegian Bokmål] abortering [Norwegian Bokmål] abortpille [Norwegian Bokmål] abortsøkende [Norwegian Bokmål] abortsøker [Norwegian Bokmål] abscisseakse [Norwegian Bokmål] absentering [Norwegian Bokmål] absolutt flertall [Norwegian Bokmål] absolutt gehør [Norwegian Bokmål] absolutt superlativ [Norwegian Bokmål] absolutt nullpunkt [Norwegian Bokmål] absolutt komparativ [Norwegian Bokmål] absolutt temperatur [Norwegian Bokmål] absolutt veto [Norwegian Bokmål] absoluttere [Norwegian Bokmål] absoluttering [Norwegian Bokmål] absolvering [Norwegian Bokmål] absorbator [Norwegian Bokmål] absorberingsevne [Norwegian Bokmål] absorberingskoeffisient [Norwegian Bokmål] absorpsjonsevne [Norwegian Bokmål] absorpsjonskoeffisient [Norwegian Bokmål] absorptiv [Norwegian Bokmål] abstinenssymptom [Norwegian Bokmål] abstrahering [Norwegian Bokmål] abstraksjonsevne [Norwegian Bokmål] abstraksjonsplan [Norwegian Bokmål] abstraksjonsnivå [Norwegian Bokmål] abstinering [Norwegian Bokmål] ablusjon [Norwegian Bokmål] abstrakt kunst [Norwegian Bokmål] absurdteater [Norwegian Bokmål] absurdistisk [Norwegian Bokmål] abduksjon [Norwegian Bokmål] abdusere [Norwegian Bokmål] abdusering [Norwegian Bokmål] abgeschmackthet [Norwegian Bokmål] ablativisk [Norwegian Bokmål] ablativform [Norwegian Bokmål] abnormskole [Norwegian Bokmål] abolering [Norwegian Bokmål] abolisjonisme [Norwegian Bokmål] abolisjonistisk [Norwegian Bokmål] avbetale [Norwegian Bokmål] avbetaling,*h₂epó,,132,42
[English] abase [Norwegian Bokmål] abbreviator [Norwegian Bokmål] accent [Latin] ad [Sanskrit] आ [English] at [Middle English] at [Welsh] at [Norwegian Bokmål] a la [French] à [Norwegian Bokmål] à [English] appeal [Norwegian Bokmål] a la carte [English] paramount [Latin] ad- [Old Irish] ad- [Norwegian Bokmål] à la [Norwegian Bokmål] a [Sassarese] a [Norwegian Bokmål] à la carte [Norwegian Bokmål] accent grave [English] animadvert [Norwegian Bokmål] à jour [Norwegian Bokmål] a tempo [Norwegian Bokmål] a vista [English] adret [Norwegian Bokmål] abbreviatur [Norwegian Bokmål] accent circonflexe [Norwegian Bokmål] ajournement [Norwegian Bokmål] a prima vista [Norwegian Bokmål] a due [Norwegian Bokmål] abbreviere [Yola] adh [Gothic] 𐌰𐍄- [Norwegian Bokmål] a battuta [Norwegian Bokmål] a jour [Norwegian Bokmål] à la carte-servering [Norwegian Bokmål] a la carte-servering [Norwegian Bokmål] a viso [Welsh] add- [Norwegian Bokmål] abbreviasjon [Norwegian Bokmål] à poeng med [Norwegian Bokmål] a poeng med [Norwegian Bokmål] a dato [Norwegian Bokmål] abbreviering [Norwegian Bokmål] à la carte-meny [Norwegian Bokmål] a la carte-meny [Norwegian Bokmål] ajourføre [Norwegian Bokmål] ajourføring [Norwegian Bokmål] ajourinnfattet [Norwegian Bokmål] ajourinnfatta [Norwegian Bokmål] aksessoar,*h₂éd,,52,43
[English] abase [English] basis [English] forthcoming [German] kommen [Faroese] koma [Icelandic] koma [Norwegian Nynorsk] koma [Old Norse] koma [Danish] komme [West Frisian] komme [English] conventicle [Middle English] conventicle [Low German] kamen [Jamtish] kuma [Old English] cuman [Dutch] komen [Persian] آمدن [Swedish] komma [English] Ganges [English] queme [Hebrew] בסיס [Gothic] 𐌵𐌹𐌼𐌰𐌽 [Old English] cyme [Persian] انجام [Old Armenian] գամ [Persian] انجامیدن [Old English] cweman [English] metabasis [Old English] cweme [Old Saxon] kuman [Walloon] vni [Norman] v'nir [Sanskrit] गम् [Latvian] ģimene [Yiddish] קומען [Tocharian B] käm- [Tocharian A] kum- [Norman] v'nîn [Old Portuguese] vĩir [Avestan] 𐬘𐬀𐬨𐬀𐬌𐬙𐬌 [Burmese] ဂင်္ဂါ [Ancient Greek] βηλός [Sanskrit] आगत [Sudovian] gimna [Avestan] 𐬔𐬀𐬨,*gʷem-,,45,44
[English] abandon [Norwegian Bokmål] abandon [Limburgish] beer [Catalan] abandonar [Ladino] abandonar [Portuguese] abandonar [English] ben [Latin] focus [Old English] bon [English] favor [English] favor [English] fantastic [English] favourite [English] favourite [English] apophasis [Latin] apophasis [Galician] bando [English] fantasia [English] euphonious [Spanish] hablar [English] euphony [Latin] fateor [Sanskrit] भाषा [Old English] bannan [Old Saxon] bannan [English] confab [Spanish] habla [English] epiphenomenon [Scottish Gaelic] bàn [Scottish Gaelic] binn [Latin] fabula [Portuguese] fala [Faroese] banna [Swedish] böna [Danish] bøn [Faroese] bøn [Swedish] bön [Ancient Greek] βάζω [German] bohnern [French] bannir [Sanskrit] भा [Norwegian Bokmål] banne [Norwegian Nynorsk] banne [Norwegian Bokmål] abandonere [Ancient Greek] φήμη [Old Armenian] բառ [Ossetian] бон [Greek] απόφαση [Old Armenian] բանամ [Latin] facundus [Latin] faveo [English] phantasia [Old Spanish] fablar [English] phonate [Portuguese] banir [Sanskrit] भाषति [Greek] περηφάνια [Albanian] bëzej [Portuguese] apófase [English] homo Aristophaneus [Sanskrit] भाषते [French] apophase [Marathi] म्हणणे [Konkani] म्हण्चे [Hindi] भाना [Icelandic] fenómen [Sanskrit] भान [Ancient Greek] φανή [Ancient Greek] ὑπερηφανία [Ancient Greek] ὑπερήφανος [Ancient Greek] ὑπεράφανος [Ancient Greek] ἀπόφασις [Ancient Greek] ἀπόφασις [Norwegian Bokmål] abandonering [Norwegian Bokmål] abandonfrist [Norwegian Bokmål] abandonrett [Ancient Greek] φῆμις,*bʰeh₂-,,77,45
[Norwegian Bokmål] abattoir [English] abate [Old Saxon] bed [English] battle [Welsh] bedd [Norwegian Bokmål] battuta [Latin] battuo [English] battel [Latin] Bato [Norwegian Bokmål] a battuta,*bʰedʰ-,,10,46
[Norwegian Bokmål] abbreviator [English] brief [English] bra [Portuguese] breve [English] merry [English] brume [English] brumous [Latin] brevis [English] borzoi [Middle English] bref [Old Portuguese] braço [Portuguese] braço [Ancient Greek] βραχύς [Old English] myrge [Norwegian Bokmål] abbreviatur [Middle English] mery [Albanian] murriz [Norwegian Bokmål] abbreviere [Ligurian] brêve [Norwegian Bokmål] abbreviasjon [Norwegian Bokmål] abbreviering [Latin] brumosus [Sanskrit] मुहूर्त,*mréǵʰus,,23,47
[Norwegian Bokmål] abbreviator [Dutch] -en [Latin] -ant [Norwegian Bokmål] ende [Norwegian Bokmål] komparativ [Norwegian Bokmål] abbreviatur [Norwegian Bokmål] endelse [Norwegian Bokmål] abbreviere [Ancient Greek] -άω [Norwegian Bokmål] abbreviasjon [Norwegian Bokmål] abbreviering [Norwegian Bokmål] absolutt komparativ [Norwegian Bokmål] a-endelse,*-eh₂yéti,,13,48
[Sardinian] abba [English] island [Old French] ewe [Old Saxon] aha [English] ea [Old English] ea [Asturian] agua [Ladino] agua [Old Portuguese] agua [Old Spanish] agua [Spanish] agua [English] eau [French] eau [Italian] acqua [Lombard] acqua [Neapolitan] acqua [Sicilian] acqua [Tarantino] acqua [Norman] yo [Danish] å [Swedish] å [Portuguese] água [Faroese] á [Icelandic] á [Old Norse] á [English] ey [Galician] auga [Mirandese] auga [Danish] ø [Papiamentu] awa [Romansch] ova [Romanian] apă [Danish] Aarhus [Old English] ieg [Romansch] ava [English] yeo [Catalan] aigua [Romansch] aua [Aromanian] apã [Istro-Romanian] åpe [Picard] iau [Dutch] Aa [Swedish] ö [Gallo] èv [Gallo] aèv [Russian] Ока [Walloon] aiwe [Norman] ieau [Norman] iaoue [Norman] iâo [Ligurian] ægoa [Emilian] âcua [Old Norse] ǫ́ [Gallo] iaou [Cebuano] agwas [English] Eau [Dalmatian] jacqua [Emilian] àqua [Venetian] àcua,*h₂ekʷeh₂,,59,49
[Norwegian Bokmål] abdominal [Norwegian Bokmål] abdominal [Norwegian Bokmål] abnormal [Latin] -alis [English] familial,*-li-,,5,50
[Norwegian Bokmål] abdominal [Norwegian Bokmål] abdominal [Norwegian Bokmål] abdomen [English] odd [English] feature [Latin] abdo [Romanian] face [English] deem [English] do [English] fact [Italian] fare [English] parenthesis [English] thesis [Spanish] hacer [Portuguese] fazer [English] theme [Finnish] tehdä [Serbo-Croatian] deva [Slovak] deva [Latin] famulus [French] faire [Norman] faire [Catalan] fer [German] tun [Afrikaans] doen [English] recondite [English] epithet [English] semelfactive [Walloon] fé [Latin] facio [Latin] condo [Serbo-Croatian] dete [Bulgarian] дете [Macedonian] дете [Serbo-Croatian] дете [Serbo-Croatian] дјева [Serbo-Croatian] дева [Serbo-Croatian] djeva [Serbo-Croatian] дијете [Old Frisian] dwa [Latin] facies [Russian] дело [Dacian] dava [Old High German] tuon [French] épithète [Middle French] épithète [Norman] faithe [Limburgish] doon [Old Church Slavonic] дѣло [Ancient Greek] Θησεύς [Old Church Slavonic] дѣлати [Old Church Slavonic] дѣти [Danish] faktum [Russian] одеяло [Sanskrit] धातु [Portuguese] fazenda [Latin] tribus [English] sudorific [Phrygian] δακετ [Welsh] rhoi [Latin] addo [Portuguese] fator [Portuguese] fatorial [West Frisian] dwaan [Greek] θεσμός [Slovak] dieťa [Irish] téama [Old Polish] dziewa [Russian] девать [Russian] деть [Old Irish] dín [Lower Sorbian] źiśe [Belarusian] дзіця [Albanian] dhatë [Romagnol] fê [English] fetial [Polish] dziecię [Upper Sorbian] dźěćo [Ancient Greek] θετός [Lithuanian] -idė [Czech] zadák [Faliscan] 𐌚𐌀𐌂𐌄𐌃 [Lithuanian] dėti [Kalasha] dyek [Sanskrit] स्वधा [Avestan] 𐬛𐬁𐬙𐬀𐬭 [Ancient Greek] θέμις [Ancient Greek] θέμερος [Ancient Greek] θωή [Old Norse] dǿma [Kashmiri] दाथ [Kashmiri] داتھ [Russian] -дей [Limburgish] doëne,*dʰeh₁-,,94,51
[Norwegian Bokmål] abdominal [Norwegian Bokmål] abdominal [Norwegian Bokmål] abdomen [Norwegian Bokmål] symptom [English] liminal [French] -ment [Latin] -men [English] chasma [Albanian] -im [Greek] -ωμα [Ancient Greek] -μα [Old Armenian] -օն [Lithuanian] -muo [Ancient Greek] ἆσθμα [Sanskrit] -मन् [Norwegian Bokmål] abstinenssymptom [Albanian] -më,*-mn̥,,17,52
[English] abear [English] semaphore [English] bore [English] baron [Spanish] varón [English] burden [Albanian] bar [English] offer [Faroese] barn [Norwegian Bokmål] barn [Old Norse] barn [Swedish] barn [English] bier [English] fry [Latin] frigo [Scots] bairn [Czech] brát [English] barrel [English] barm [Zazaki] bor [English] proffer [Swedish] boren [English] suffer [Italian] friggere [Old Norse] burr [Swedish] björn [English] bordello [English] burgeon [Spanish] herir [Spanish] freír [Faroese] bera [Icelandic] bera [Norwegian Nynorsk] bera [Westrobothnian] bera [Faroese] byrja [Swedish] bära [Old High German] beran [Old Saxon] beran [Albanian] bie [Swedish] börja [Lithuanian] berti [Greek] φέρω [English] insufferable [Dutch] baren [Latvian] bura [Spanish] tahúr [English] sufferable [Dutch] baar [Irish] abair [Scottish Gaelic] abair [Danish] bjørn [Faroese] bjørn [Faroese] bráður [Icelandic] bráður [Ukrainian] брати [Old Church Slavonic] бьрати [Faroese] barki [Icelandic] barki [Old Norse] barki [Old Norse] bára [Norwegian Bokmål] bære [Sanskrit] भुरति [French] brouette [Middle French] brouette [French] frire [Czech] obrat [Latin] fretum [Phrygian] αββερετ [Old French] baril [Swedish] bår [Latin] ferio [Bulgarian] бера [Danish] ofre [Indonesian] barel [Danish] fertilitet [Middle Irish] beirid [Old Irish] beirid [Ancient Greek] φάρμακον [Old Armenian] բարք [Romanian] frige [Catalan] fregir [Manx] abbyr [Swedish] bråd [Swedish] börd [Old English] byrla [Latvian] bērns [Latin] forda [Albanian] burdhë [Old Armenian] բերրի [Latin] fertus [Tocharian A] pär- [Tocharian B] pär- [Belarusian] браць [Old Norse] Borr [Old Norse] Buri [Lower Sorbian] braś [Middle Persian] bʾlk' [Portuguese] frigir [Sanskrit] भृग् [Czech] dobrat [Sanskrit] भृ [Czech] braní [Latin] frigutio [Sanskrit] भर्तृ [Sanskrit] भर्मन् [Latvian] bērt [Assamese] ভৰি [Sanskrit] बभ्रे [Old Persian] 𐎲𐎼 [Sanskrit] भार्मन् [Ancient Greek] φέρνιον [Marshallese] pāār [Norwegian Bokmål] ABC-barn [Norwegian Bokmål] abc-barn [Sardinian] frighere [Latgalian] bārns [Middle Bengali] ভড়ি [Bengali] ভইড় [Bengali] ভড় [Middle Bengali] ভড় [Old Church Slavonic] избьрати [Sudovian] barnaj [Avestan] 𐬠𐬀𐬭,*bʰer-,,123,53
